textID,text,selected_text,sentiment,clean_text,word_count,sen_count,char_count,url_list,jaccard,selected_char_count,char_count_raw
fcfa10681f,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,sucks!!,negative,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,12,3,81,[],0.0,7,81
4f0ab06d15," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",good.,positive,"aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",17,3,98,[],0.0,5,99
4c55586b72, you`re so gorgeous!!,gorgeous!,positive,you`re so gorgeous!!,3,1,20,[],0.0,9,21
24f090ea3d, the exact one i was thinking of  the bestttt.,e bestttt,positive,the exact one i was thinking of  the bestttt.,9,1,45,[],0.0,9,46
8a8c28f5ba, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,e`s amazi,positive,Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,19,5,108,[],0.0,9,109
5dbe4cae20, awww hes too cute!!wish i could`ve gone,cute!,positive,awww hes too cute!!wish i could`ve gone,7,2,39,[],0.0,5,40
6d57e5fcb0,_KittyKat hello new follower  haha!! how are ya?,haha!,positive,_KittyKat hello new follower  haha!! how are ya?,8,2,48,[],0.0,5,48
31fa81e0ae,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",ch fu,positive,"Yes, you should go see Star Trek!  It`s sooooo much fun!",11,2,56,[],0.0,5,58
f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,awesome.,positive,awesome..am headin there that nite after my grad dinner  c u then boi! hehe,14,3,75,[],0.0,8,76
5eb0846f97,homework on a friday night...lame,lame,negative,homework on a friday night...lame,5,2,33,[],0.0,4,33
aa189955b1,  BUT THEY ARE EXPENSIVE.,E EXPENSIVE,negative,BUT THEY ARE EXPENSIVE.,4,1,23,[],0.0,11,25
73e3150187," I know, i know...  -hugs-",-hugs,positive,"I know, i know...  -hugs-",5,2,25,[],0.0,5,26
66d02b456b,  awesome! All deserved I`m sure. Miss the Crabs games,awesome,positive,awesome! All deserved I`m sure. Miss the Crabs games,9,3,52,[],0.0,7,54
82ec1b47c4," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",hahah,positive,"yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",19,2,92,[],0.0,5,93
9280023aec,_ray Bright Eyes=Contentment,Contentment,positive,_ray Bright Eyes=Contentment,3,1,28,[],0.0,11,28
bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,ShoesShoesShoes.YayYayYay.lol.I,positive,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,1,5,63,[],0.0,31,63
eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive,that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,20,4,94,[],0.0,6,96
a967eda205,Weekends are Great....if you don`t have to work them.,Great..,positive,Weekends are Great....if you don`t have to work them.,9,2,53,[],0.0,7,53
cfc8ece057, haha IE...it`s expensive!!!! Hm...let me message you later,.it`s expensive!,negative,haha IE...it`s expensive!!!! Hm...let me message you later,8,4,58,[],0.0,16,59
a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,t?  lovelovelove,positive,WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,10,2,72,[],0.0,16,73
8f74c4f71c, that sucks!!,sucks!,negative,that sucks!!,2,1,12,[],0.0,6,13
f03ce00d60, whooop! you got me on twitter!!  dang our line of communication keeps growing!,s growing,positive,whooop! you got me on twitter!!  dang our line of communication keeps growing!,13,3,78,[],0.0,9,79
6dbdb64223, _face  and nana.wish i was there last night,a.wish,positive,_face  and nana.wish i was there last night,8,2,43,[],0.0,6,44
cb4902da0a, yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,yum,positive,yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,20,2,109,[],0.0,3,110
afe152340b,Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,hurts..,negative,Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,19,4,98,[],0.0,7,98
795de6c2f5, ooh ouch!   lovely weather but ****! cover up sugar! x,lovel,positive,ooh ouch!   lovely weather but ****! cover up sugar! x,10,4,54,[],0.0,5,55
c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,Happ,positive,I don`t feel any pressure right now...    Happy Mother`s Day people...,11,2,70,[],0.0,4,70
c2bdf76265,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,fail..,negative,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,23,4,123,[],0.0,6,123
fb06c8e8ef," KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",m impatient,negative,"KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",20,2,99,[],0.0,11,100
bf445ae759, that sounds awesome..,awesome.,positive,that sounds awesome..,3,1,21,[],0.0,8,22
35a2e01940,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,.ughhhh!,negative,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,20,3,101,[],0.0,8,101
67b3d27ebf, he`ll be 3 in july! I`m just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,o stoked!,positive,he`ll be 3 in july! I`m just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,22,3,119,[],0.0,9,120
9fda61503d, no panasonic charger.sorry,.sorry,negative,no panasonic charger.sorry,3,2,26,[],0.0,6,27
70237730b5,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,.scary!,negative,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,19,2,114,[],0.0,7,114
9d5407420e,Needs a job BADLY!!!,BADLY!!,negative,Needs a job BADLY!!!,4,1,20,[],0.0,7,20
b7e6d162e8,kinda has a headache...,headache..,negative,kinda has a headache...,4,1,23,[],0.0,10,23
527877de07,VERY upset....  Mom is in the hospital,upset..,negative,VERY upset....  Mom is in the hospital,7,2,38,[],0.0,7,38
086ea05de7, thanks for the ok ...hope we can tweet more down the road,.hope,positive,thanks for the ok ...hope we can tweet more down the road,12,2,57,[],0.0,5,58
93756375f7,frame damage... car could be totalled,damage..,negative,frame damage... car could be totalled,6,2,37,[],0.0,8,37
9b2f24abcf,wants her boo  btw love fhnixon`s posts hilarious!!!!,hilarious!,positive,wants her boo  btw love fhnixon`s posts hilarious!!!!,8,1,53,[],0.0,10,53
f247dfd74f, Seeing my friends and doing coursework  I have the weekend off work so I am happy!,m happy,positive,Seeing my friends and doing coursework  I have the weekend off work so I am happy!,16,1,82,[],0.0,7,83
e256f4abbd, aww  but typing from beyond the grave...impressive,..impressive,positive,aww  but typing from beyond the grave...impressive,7,2,50,[],0.0,12,51
c2112e0f01, i am so jealous!!,jealous!,negative,i am so jealous!!,4,1,17,[],0.0,8,18
95593ecedb," Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",ish Go,positive,"Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",17,4,103,[],0.0,6,104
837956c3d7, Right now it is 5:07am.  Ugghhh.,Ugghhh,negative,Right now it is 5:07am.  Ugghhh.,6,2,32,[],0.0,6,33
d3120710c4,"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",jealous*,negative,"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",23,4,124,[],0.0,8,124
8f29848b65," oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",t sucks,negative,"oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",22,5,114,[],0.0,7,115
acfbac049f,"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",uld motiva,positive,"Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",17,2,96,[],0.0,10,99
447733f192, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,o bad,negative,the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,13,2,63,[],0.0,5,64
e2c9efe517,Sick......and no it`s not the swine flu atleast I hope not,Sick..,negative,Sick......and no it`s not the swine flu atleast I hope not,11,2,58,[],0.0,6,58
e1c7737131,It`s STILL not working!! Why not!! This is FRUSTRATING!!!,FRUSTRATING!!,negative,It`s STILL not working!! Why not!! This is FRUSTRATING!!!,9,3,57,[],0.0,13,57
9099b13d86," ohh, i`m watching my best friend`s wedding. it`s so sad..",sad.,negative,"ohh, i`m watching my best friend`s wedding. it`s so sad..",10,2,57,[],0.0,4,58
e082b8f404,My best friend is coming!excited,excited,positive,My best friend is coming!excited,5,2,32,[],0.0,7,32
8d194c4e53,_INTHEMAKING :aw,aw,neutral,_INTHEMAKING :aw,2,1,16,[],0.0,2,16
7d7b41c60e,I need to burp ....  Im so nauseas....,nauseas.,negative,I need to burp ....  Im so nauseas....,8,2,38,[],0.0,8,38
ee5eb5337b,"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",ly sa,negative,"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",24,4,127,[],0.0,5,127
8d484d4f89,at work booo....,booo..,negative,at work booo....,3,1,16,[],0.0,6,16
065202a903, goodmorning/night to you too! sleep well,goodmorning/,positive,goodmorning/night to you too! sleep well,6,2,40,[],0.0,12,41
d5b33ff5f4,"  it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",ng dirt,negative,"it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",22,2,106,[],0.0,7,108
748b7f7654,Bored...um...Song of the day: 'I caught myself by Paramore' and 'No good deed from the musical Wicked'  Oh! And Fully Alive by Flyleaf!!!,Bored...,negative,Bored...um...Song of the day: 'I caught myself by Paramore' and 'No good deed from the musical Wicked'  Oh! And Fully Alive by Flyleaf!!!,23,4,137,[],0.0,8,137
48ba01d8cb,"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",f pain,negative,"Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",20,1,109,[],0.0,6,111
792063a20e,    _Geronimo    Thanks for sharing with your friends!,imo,positive,_Geronimo    Thanks for sharing with your friends!,7,1,50,[],0.0,3,54
e7bbcf0efd,is not feelin well... i feel sooooo weak....i hate bein sick in the summer,weak..,negative,is not feelin well... i feel sooooo weak....i hate bein sick in the summer,14,3,74,[],0.0,6,74
2c2360468d,Migranes suck....Especially when the kids are suddenly hyper.,suck..,negative,Migranes suck....Especially when the kids are suddenly hyper.,8,2,61,[],0.0,6,61
5714d8c2c3,  Goodnight.,Goodnight,positive,Goodnight.,1,1,10,[],0.0,9,12
24ae2fcb0b, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,o cutee,positive, - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,21,2,99,['http://twitpic.com/624qo'],0.0,7,124
5cd4e18051, you`re missing the devil wears prada!!!!! sad...,sad.,negative,you`re missing the devil wears prada!!!!! sad...,7,2,48,[],0.0,4,49
0f172c8020,Im sad...there`s a for sale sign in front of my house!!,sad..,negative,Im sad...there`s a for sale sign in front of my house!!,11,2,55,[],0.0,5,55
aa879ff3ad,"Roast was yummy, I think mum was impressed!!!",impressed!!,positive,"Roast was yummy, I think mum was impressed!!!",8,1,45,[],0.0,11,45
e8c53dadef,_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,sorry,negative,_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,19,4,123,[],0.0,5,123
869918c72e,Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,Unfortunately,negative,Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,26,3,137,[],0.0,13,137
eb13d7f4a5, hmmm Essense awards would be fun... but also pricy,fun.,positive,hmmm Essense awards would be fun... but also pricy,9,2,50,[],0.0,4,51
9bacf5e83d,Startin to get a head ache!!!! Uuuggghh!!!,ache!!,negative,Startin to get a head ache!!!! Uuuggghh!!!,7,2,42,[],0.0,6,42
cb4ca6a513," Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",..overdue,negative,"Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",20,4,123,[],0.0,9,124
4ac14855b8,Oh how today sucks....,sucks..,negative,Oh how today sucks....,4,1,22,[],0.0,7,22
ef30417fc8,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent","disapointed,g",negative,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent",12,1,85,[],0.0,13,85
d1d7ed938d, - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,e fantastic,positive,- great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,22,3,113,[],0.0,11,114
cecd8f1042,   good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,goo,positive,good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,21,4,94,[],0.0,3,97
3fb8232118,  Yeah the spammers are discriminating: none of the females  are part of the target group apparently,e discriminating,negative,Yeah the spammers are discriminating: none of the females  are part of the target group apparently,16,1,98,[],0.0,16,100
53578e9244,STOMACH ACHE!!! Ahhhhhh,ACHE!!,negative,STOMACH ACHE!!! Ahhhhhh,3,2,23,[],0.0,6,23
7875afb5ab,arrg - i`ve been trying to upload my picture...darn thing won`t let me,darn,negative,arrg - i`ve been trying to upload my picture...darn thing won`t let me,13,2,70,[],0.0,4,70
8154e7fb2f,"_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",", dammit",negative,"_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",13,1,78,[],0.0,8,78
0a6f559578, it was great to meet ya katie...awesome shows for sure!! Safe travels home.,.awesome,positive,it was great to meet ya katie...awesome shows for sure!! Safe travels home.,13,3,75,[],0.0,8,76
8c59f7184d,whoops...  not  in my last tweet,whoops..,negative,whoops...  not  in my last tweet,6,2,32,[],0.0,8,32
8d3f53c756, I am in the `real world` which apparently involves a lot less twitter....  sorry!,sorry,negative,I am in the `real world` which apparently involves a lot less twitter....  sorry!,14,2,81,[],0.0,5,82
43e6d9aeaa, Well I guess they think of everything   Thanks so much for keeping the fans in the loop,g   Thank,positive,Well I guess they think of everything   Thanks so much for keeping the fans in the loop,17,1,87,[],0.0,9,88
9df7f02404,http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,sFunF,positive, - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,10,2,78,['http://twitpic.com/4wc1y'],0.0,5,102
2814c8f7c4, its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,t! lam,negative,its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,26,3,123,[],0.0,6,124
4739eb265a,  dude i will check again but i couldnt find anything  haha i am capital ****-E-D,al ****-E-,negative,dude i will check again but i couldnt find anything  haha i am capital ****-E-D,15,1,79,[],0.0,10,81
f9fc527023,is updating an old ipod...sad...i miss my orange nano,sad..,negative,is updating an old ipod...sad...i miss my orange nano,9,3,53,[],0.0,5,53
12f2262ade," me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",n.  Terrib,negative,"me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",18,4,91,[],0.0,10,92
b5ba656880, I want to go with you !  But I`m tierd....,m tierd,negative,I want to go with you !  But I`m tierd....,10,2,42,[],0.0,7,43
1eff07b6c5, addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*,*smile,positive,addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*,21,5,107,[],0.0,6,108
fe9ecf257d," a midwest girl, lol....so close and yet so far",lol....,positive,"a midwest girl, lol....so close and yet so far",9,2,46,[],0.0,7,47
780c673bca,going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,ing,positive,going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,18,2,94,[],0.0,3,94
691f395bee,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",awesome!wa,positive,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",11,5,115,[],0.0,10,115
4253283c75,"  cool, i saw it now in the link thanks",cool,positive,"cool, i saw it now in the link thanks",9,1,37,[],0.0,4,39
9dd013a94b,  will have to wait on the recipe at Simply Recipes.  Sorries!,.  Sorrie,negative,will have to wait on the recipe at Simply Recipes.  Sorries!,11,2,60,[],0.0,9,62
1ab3877a8c,is online shopping...fantastic,fantastic,positive,is online shopping...fantastic,3,2,30,[],0.0,9,30
e6baae0e16, nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,e  HATERS,negative,nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,17,3,86,[],0.0,9,87
0664601b41,Omg ! BGT making me cry  . That wee girl  it`s soo sad.,o sad,negative,Omg ! BGT making me cry  . That wee girl  it`s soo sad.,13,3,55,[],0.0,5,55
ce570ca5c8,Taco Bell With The Tramp!Yesssssir,Yesssssir,positive,Taco Bell With The Tramp!Yesssssir,5,2,34,[],0.0,9,34
20d6014714, I thought it was a simple one  I found it hilarious.,t hilarious,positive,I thought it was a simple one  I found it hilarious.,11,1,52,[],0.0,11,53
af7b184860,Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,HELP,negative,Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,27,2,122,[],0.0,4,122
f90eff1570, hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),lucky!,positive,hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),24,4,111,[],0.0,6,112
bba7fc173b,crashing from my WI high...missing mayfield,missing,negative,crashing from my WI high...missing mayfield,6,2,43,[],0.0,7,43
fe5de15d7b, You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,dirty!,negative,You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,13,3,72,[],0.0,6,73
643d07a1e6,OMG...the heater in my room has been on all day while i was at school & now it`s boiling,OMG..,negative,OMG...the heater in my room has been on all day while i was at school & now it`s boiling,19,2,88,[],0.0,5,88
1bec50dd54,"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",e crazy,positive,"I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",20,1,112,[],0.0,7,114
6633333a4e,but now my feet really hurt...,hurt..,negative,but now my feet really hurt...,6,1,30,[],0.0,6,30
e8c92bbe40," Hey babe follow me,love u on da show",",love",positive,"Hey babe follow me,love u on da show",8,1,36,[],0.0,5,37
fbaace1664,Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,ds amazin,positive,Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,16,2,86,[],0.0,9,86
c1db1f6f07,_n_booklife I heard about that too... that seems an overreaction...,overreaction..,negative,_n_booklife I heard about that too... that seems an overreaction...,10,2,67,[],0.0,14,67
ff61a3e751,"It`s the weekend, its sunny..... and I got another puncture!!!",puncture!!,negative,"It`s the weekend, its sunny..... and I got another puncture!!!",10,2,62,[],0.0,10,62
431ac1c6cd,_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,saddd.,negative,_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,19,4,113,[],0.0,6,113
eb2db2fc0c,"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",y`s gre,positive,"Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",17,1,100,[],0.0,7,102
948841b0e3,Today was eventful...,eventful..,positive,Today was eventful...,3,1,21,[],0.0,10,21
9654a9b0b9, Awww  You`ll Be Fine...,e Fine,positive,Awww  You`ll Be Fine...,4,1,23,[],0.0,6,24
e7e41df325,  He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,. Boring,negative,He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,9,3,73,[],0.0,8,75
38a876ce49, Chowder is the ****!!!!!!,****!,negative,Chowder is the ****!!!!!!,4,1,25,[],0.0,5,26
164bbd99fc, I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,>> HELP?,negative,I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,12,4,61,[],0.0,8,62
43887b9d65, Haha.. Hey you should check out   Love her/his tweets,Lov,positive,Haha.. Hey you should check out   Love her/his tweets,9,2,53,[],0.0,3,54
78a714e8bb,Don`t know what the heck to do with the space of time between now and BGT    Bored.,Bore,negative,Don`t know what the heck to do with the space of time between now and BGT    Bored.,17,1,83,[],0.0,4,83
7b25c09b0f,": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.","y, condolence",negative,": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",19,2,124,[],0.0,13,124
a4ba901f22,  just listened to the songs on your myspace.  really good,ly goo,positive,just listened to the songs on your myspace.  really good,10,2,56,[],0.0,6,58
86adda3a27,"  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",o sad,negative,"I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",18,3,86,[],0.0,5,88
92e8199331,Ugh..just starting another 2 hours of behind the wheel for drivers ed,Ugh..,negative,Ugh..just starting another 2 hours of behind the wheel for drivers ed,12,2,69,[],0.0,5,69
04e3c05abb, dammm..i thought i was on to something  lollllll,dammm.,negative,dammm..i thought i was on to something  lollllll,8,2,48,[],0.0,6,49
3463ecdfd6,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,great.,positive,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,2,14,81,[],0.0,6,81
8854c0c135, soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,`m embarrass,negative,soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,24,2,122,[],0.0,12,123
ff1e521d5f,flipping out on my hairloss....gotta go to the doc.,hairloss..,negative,flipping out on my hairloss....gotta go to the doc.,9,2,51,[],0.0,10,51
7192534747," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",e mistakes,negative,"then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",18,2,103,[],0.0,10,104
ab42cedf7a,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,disappointed..,negative,feels disappointed..mahirap talaga mag-supervise ng tao..  ,6,3,59,['http://plurk.com/p/wxqwa'],0.0,14,83
67beae3c7f," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",s spoilt,negative,"_kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",24,4,113,[],0.0,8,114
